"componentType","logicalName","parent","sourcePath","domain","targetSolution","disposition","rationale","licenceReview","maturityReview","sourceOnly"
"MissingDependency","msdynmkt_keyword","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdynmkt_leadqualificationmodel","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdynmkt_marketingform","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdynmkt_marketingformtemplate","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdynmkt_matchingstrategy","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdynmkt_mobileapplication","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdynmkt_purpose","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdynmkt_pushnotification","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdynmkt_quiettimesetting","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdynmkt_sms","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdynmkt_smsphonenumber","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdynmkt_topic","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdynmkt_utmtracking","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdynmkt_virtualdomain","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdynmkt_virtualsegment","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_/Images/EventManagement","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_/Images/Events","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_attendeepass","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_authenticationsettings","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_bpf_9623d46752ae497989f62ac0d11dad99","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_building","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_checkin","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_customregistrationfield","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_entitycounter","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_event","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_eventadministration","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_eventcustomregistrationfield","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_eventmanagementconfiguration","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_eventregistration","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_eventregistrationsettings","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_eventteammember","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_eventvendor","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_hotel","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_hotelroomallocation","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_hotelroomreservation","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_integrationconfiguration","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_layout","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_pass","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_paymentprovider","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_powerpageswebsite","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_room","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_session","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_sessionregistration","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_sessiontrack","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_speaker","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_speakerengagement","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_sponsorablearticle","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_sponsorship","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_venue","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_waitlistitem","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_webapplication","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_webinarconfiguration","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_webinarconsent","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_webinarprovider","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_webinartype","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msevtmgt_websiteentityconfiguration","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","opportunity","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","opportunityclose","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","opportunitysalesprocess","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","site","msdyncrm_MarketingSMBApp","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","type:SettingDefinition","OverrideAppHeaderColor","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","type:SettingDefinition","parentappmoduleid.uniquename=cr7e8_AdvisorCockpit,settingdefinitionid.uniquename=AppChannel","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","type:SettingDefinition","parentappmoduleid.uniquename=cr7e8_AdvisorCockpit,settingdefinitionid.uniquename=m365copilotmodelappenabled","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","type:SettingDefinition","parentappmoduleid.uniquename=cr7e8_AdvisorCockpit,settingdefinitionid.uniquename=msdyn_enablertecopilot","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","type:SettingDefinition","parentappmoduleid.uniquename=cr7e8_AdvisorCockpit,settingdefinitionid.uniquename=msdyn_rtecopilotdefaultonruncompleted","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","type:SettingDefinition","parentappmoduleid.uniquename=cr7e8_BrokerManager,settingdefinitionid.uniquename=AppChannel","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","type:SettingDefinition","parentappmoduleid.uniquename=cr7e8_ClaimCockpit,settingdefinitionid.uniquename=AppChannel","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_CustomerServiceWorkspace","parentappmoduleid.uniquename=msdyn_CustomerServiceWorkspace,settingdefinitionid.uniquename=msdyn_enablertecopilot","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","type:SettingDefinition","parentappmoduleid.uniquename=msdyn_CustomerServiceWorkspace,settingdefinitionid.uniquename=msdyn_enablertecopilot","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_CustomerServiceWorkspace","parentappmoduleid.uniquename=msdyn_CustomerServiceWorkspace,settingdefinitionid.uniquename=msdyn_rtecopilotdefaultonruncompleted","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","type:SettingDefinition","parentappmoduleid.uniquename=msdyn_CustomerServiceWorkspace,settingdefinitionid.uniquename=msdyn_rtecopilotdefaultonruncompleted","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"OrganizationSetting","OverrideAppHeaderColor","","organizationsettings/OverrideAppHeaderColor/organizationsetting.xml","Foundation and shared configuration","crmshow_Foundation","Investigate","Validate the environment-level configuration independently before adopting it.","Investigate","Not required","True"
"Relationship","business_unit_cr7e8_broker","","Other/Relationships.xml","Party, household, and relationship","crmshow_DataModel","Redesign","Broker is an Account type with dated relationship and ownership roles, not a parallel party table.","Investigate","Not required","True"
"Relationship","business_unit_cr7e8_campaign","","Other/Relationships.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"Relationship","business_unit_cr7e8_claim","","Other/Relationships.xml","Service and case management","crmshow_DataModel","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"Relationship","cr7e8_account_Account_cr7e8_broker","","Other/Relationships.xml","Party, household, and relationship","crmshow_DataModel","Redesign","Broker is an Account type with dated relationship and ownership roles, not a parallel party table.","Investigate","Not required","True"
"Relationship","cr7e8_account_Account_cr7e8_campaign","","Other/Relationships.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"Relationship","cr7e8_claim_Contact_contact","","Other/Relationships.xml","Service and case management","crmshow_DataModel","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"Relationship","cr7e8_contact_Contact_cr7e8_campaign","","Other/Relationships.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"Relationship","cr7e8_contact_Primary_Contact_cr7e8_broker","","Other/Relationships.xml","Party, household, and relationship","crmshow_DataModel","Redesign","Broker is an Account type with dated relationship and ownership roles, not a parallel party table.","Investigate","Not required","True"
"Relationship","cr7e8_product_Product_cr7e8_campaign","","Other/Relationships.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"Relationship","cr7e8_systemuser_Makler_Betreuer_cr7e8_broker","","Other/Relationships.xml","Party, household, and relationship","crmshow_DataModel","Redesign","Broker is an Account type with dated relationship and ownership roles, not a parallel party table.","Investigate","Not required","True"
"Relationship","lk_cr7e8_broker_createdby","","Other/Relationships.xml","Party, household, and relationship","crmshow_DataModel","Redesign","Broker is an Account type with dated relationship and ownership roles, not a parallel party table.","Investigate","Not required","True"
"Relationship","lk_cr7e8_broker_modifiedby","","Other/Relationships.xml","Party, household, and relationship","crmshow_DataModel","Redesign","Broker is an Account type with dated relationship and ownership roles, not a parallel party table.","Investigate","Not required","True"
"Relationship","lk_cr7e8_campaign_createdby","","Other/Relationships.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"Relationship","lk_cr7e8_campaign_modifiedby","","Other/Relationships.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"Relationship","lk_cr7e8_claim_createdby","","Other/Relationships.xml","Service and case management","crmshow_DataModel","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"Relationship","lk_cr7e8_claim_modifiedby","","Other/Relationships.xml","Service and case management","crmshow_DataModel","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"Relationship","owner_cr7e8_broker","","Other/Relationships.xml","Party, household, and relationship","crmshow_DataModel","Redesign","Broker is an Account type with dated relationship and ownership roles, not a parallel party table.","Investigate","Not required","True"
"Relationship","owner_cr7e8_campaign","","Other/Relationships.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"Relationship","owner_cr7e8_claim","","Other/Relationships.xml","Service and case management","crmshow_DataModel","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"Relationship","team_cr7e8_broker","","Other/Relationships.xml","Party, household, and relationship","crmshow_DataModel","Redesign","Broker is an Account type with dated relationship and ownership roles, not a parallel party table.","Investigate","Not required","True"
"Relationship","team_cr7e8_campaign","","Other/Relationships.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"Relationship","team_cr7e8_claim","","Other/Relationships.xml","Service and case management","crmshow_DataModel","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"Relationship","user_cr7e8_broker","","Other/Relationships.xml","Party, household, and relationship","crmshow_DataModel","Redesign","Broker is an Account type with dated relationship and ownership roles, not a parallel party table.","Investigate","Not required","True"
"Relationship","user_cr7e8_campaign","","Other/Relationships.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"Relationship","user_cr7e8_claim","","Other/Relationships.xml","Service and case management","crmshow_DataModel","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"Relationship","cr7e8_cr7e8_household_Household_cr7e8_policy","cr7e8_household","metadata:DataverseModelBuilder/cr7e8_household","Party, household, and relationship","crmshow_DataModel","Redesign","Household must be represented by Account with accountType=Household; the parallel household table is retired.","Investigate","Not required","True"
"Relationship","cr7e8_cr7e8_policy_Related_Policy_cr7e8_offer","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Relationship","cr7e8_cr7e8_household_Household_cr7e8_policy","cr7e8_policy","metadata:DataverseModelBuilder/cr7e8_policy","Party, household, and relationship","crmshow_DataModel","Redesign","Household must be represented by Account with accountType=Household; the parallel household table is retired.","Investigate","Not required","True"
"Relationship","cr7e8_cr7e8_policy_Related_Policy_cr7e8_offer","cr7e8_policy","metadata:DataverseModelBuilder/cr7e8_policy","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Ribbon","Account:ribbon","Account","Entities/Account/RibbonDiff.xml","Party, household, and relationship","crmshow_Sales","Refactor","Reuse native party tables while rebuilding only approved extensions and role relationships.","Investigate","Not required","True"
"Ribbon","Contact:ribbon","Contact","Entities/Contact/RibbonDiff.xml","Party, household, and relationship","crmshow_Sales","Refactor","Reuse native party tables while rebuilding only approved extensions and role relationships.","Investigate","Not required","True"
"Ribbon","cr7e8_broker:ribbon","cr7e8_broker","Entities/cr7e8_broker/RibbonDiff.xml","Party, household, and relationship","crmshow_Sales","Redesign","Broker is an Account type with dated relationship and ownership roles, not a parallel party table.","Investigate","Not required","True"
"Ribbon","cr7e8_campaign:ribbon","cr7e8_campaign","Entities/cr7e8_campaign/RibbonDiff.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"Ribbon","cr7e8_Claim:ribbon","cr7e8_Claim","Entities/cr7e8_Claim/RibbonDiff.xml","Service and case management","crmshow_Service","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"Ribbon","cr7e8_household:ribbon","cr7e8_household","Entities/cr7e8_household/RibbonDiff.xml","Party, household, and relationship","crmshow_Sales","Redesign","Household must be represented by Account with accountType=Household; the parallel household table is retired.","Investigate","Not required","True"
"Ribbon","cr7e8_offer:ribbon","cr7e8_offer","Entities/cr7e8_offer/RibbonDiff.xml","Sales and opportunity management","crmshow_Sales","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Ribbon","cr7e8_policy:ribbon","cr7e8_policy","Entities/cr7e8_policy/RibbonDiff.xml","Policy, claim, quote, and insured-object projections","crmshow_Sales","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Ribbon","Incident:ribbon","Incident","Entities/Incident/RibbonDiff.xml","Service and case management","crmshow_Service","Refactor","Retain the service requirement but rebuild through native Customer Service configuration and governed extensions.","Investigate","Not required","True"
"Ribbon","Lead:ribbon","Lead","Entities/Lead/RibbonDiff.xml","Sales and opportunity management","crmshow_Sales","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Ribbon","msdyn_ocliveworkitem:ribbon","msdyn_ocliveworkitem","Entities/msdyn_ocliveworkitem/RibbonDiff.xml","Service and case management","crmshow_Service","Refactor","Retain the service requirement but rebuild through native Customer Service configuration and governed extensions.","Investigate","Not required","True"
"SettingDefinition","OverrideAppHeaderColor","","settingdefinitions/OverrideAppHeaderColor/settingdefinition.xml","Foundation and shared configuration","crmshow_Foundation","Investigate","Validate the environment-level configuration independently before adopting it.","Investigate","Not required","True"
"SiteMap","cr7e8_AdvisorCockpit","","AppModuleSiteMaps/cr7e8_AdvisorCockpit/AppModuleSiteMap.xml","Sales and opportunity management","crmshow_Sales","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"SiteMap","cr7e8_BrokerManager","","AppModuleSiteMaps/cr7e8_BrokerManager/AppModuleSiteMap.xml","Party, household, and relationship","crmshow_Sales","Redesign","Broker is an Account type with dated relationship and ownership roles, not a parallel party table.","Investigate","Not required","True"
"SiteMap","cr7e8_ClaimCockpit","","AppModuleSiteMaps/cr7e8_ClaimCockpit/AppModuleSiteMap.xml","Service and case management","crmshow_Service","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"SiteMap","msdyn_CustomerServiceWorkspace","","AppModuleSiteMaps/msdyn_CustomerServiceWorkspace/AppModuleSiteMap.xml","Service and case management","crmshow_Service","Refactor","Retain the service requirement but rebuild through native Customer Service configuration and governed extensions.","Investigate","Not required","True"
"SiteMap","msdyncrm_MarketingSMBApp","","AppModuleSiteMaps/msdyncrm_MarketingSMBApp/AppModuleSiteMap.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"View","{14a48887-6d56-41b3-9e09-3a66f46d4f6a}","cr7e8_broker","Entities/cr7e8_broker/SavedQueries/{14a48887-6d56-41b3-9e09-3a66f46d4f6a}.xml","Party, household, and relationship","crmshow_Sales","Redesign","Broker is an Account type with dated relationship and ownership roles, not a parallel party table.","Investigate","Not required","True"
"View","{223305c9-0c4f-4a6c-93cc-dbadc9be9683}","cr7e8_broker","Entities/cr7e8_broker/SavedQueries/{223305c9-0c4f-4a6c-93cc-dbadc9be9683}.xml","Party, household, and relationship","crmshow_Sales","Redesign","Broker is an Account type with dated relationship and ownership roles, not a parallel party table.","Investigate","Not required","True"
"View","{327ab6e3-0f3f-42fc-be34-a903cba6e5aa}","cr7e8_broker","Entities/cr7e8_broker/SavedQueries/{327ab6e3-0f3f-42fc-be34-a903cba6e5aa}.xml","Party, household, and relationship","crmshow_Sales","Redesign","Broker is an Account type with dated relationship and ownership roles, not a parallel party table.","Investigate","Not required","True"
"View","{34ee2df0-220a-4ec6-b2a7-23d6deebf1ca}","cr7e8_broker","Entities/cr7e8_broker/SavedQueries/{34ee2df0-220a-4ec6-b2a7-23d6deebf1ca}.xml","Party, household, and relationship","crmshow_Sales","Redesign","Broker is an Account type with dated relationship and ownership roles, not a parallel party table.","Investigate","Not required","True"
"View","{426a025f-bb51-4ce0-9491-5a44eac37529}","cr7e8_broker","Entities/cr7e8_broker/SavedQueries/{426a025f-bb51-4ce0-9491-5a44eac37529}.xml","Party, household, and relationship","crmshow_Sales","Redesign","Broker is an Account type with dated relationship and ownership roles, not a parallel party table.","Investigate","Not required","True"
"View","{9d5bd805-0d6b-f111-ab0c-000d3a3839bf}","cr7e8_broker","Entities/cr7e8_broker/SavedQueries/{9d5bd805-0d6b-f111-ab0c-000d3a3839bf}.xml","Party, household, and relationship","crmshow_Sales","Redesign","Broker is an Account type with dated relationship and ownership roles, not a parallel party table.","Investigate","Not required","True"
